user_id,timestamp,event_type,module,session_id,region,school_id
BOT014,2026-03-10 01:38:25,homework_assigned,Домашние задания,SBOT,Москва,1
BOT006,2026-03-10 01:39:31,homework_assigned,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 01:39:38,grade_viewed,,SBOT,Москва,1
BOT004,2026-03-10 01:39:43,homework_checked,Домашние задания,SBOT,Москва,1
BOT013,2026-03-10 01:40:23,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT001,2026-03-10 01:40:32,webinar_hosted,Вебинары,SBOT,Москва,1
BOT011,2026-03-10 01:40:45,homework_assigned,,SBOT,Москва,1
BOT008,2026-03-10 01:41:38,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT007,2026-03-10 01:42:09,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT009,2026-03-10 01:43:44,homework_checked,Домашние задания,SBOT,Москва,1
BOT010,2026-03-10 01:44:15,homework_assigned,Домашние задания,SBOT,Москва,1
BOT007,2026-03-10 01:44:50,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT004,2026-03-10 01:45:28,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT002,2026-03-10 01:47:07,homework_assigned,,SBOT,Москва,1
BOT008,2026-03-10 01:47:40,grade_entered,Оценки,SBOT,Москва,1
BOT001,2026-03-10 01:49:22,schedule_viewed,Расписание,SBOT,Москва,1
BOT006,2026-03-10 01:51:20,webinar_started,Вебинары,SBOT,Москва,1
BOT007,2026-03-10 01:51:27,schedule_viewed,Расписание,SBOT,Москва,1
BOT007,2026-03-10 01:51:42,grade_entered,Оценки,SBOT,Москва,1
BOT006,2026-03-10 01:54:55,grade_viewed,Оценки,SBOT,Москва,1
BOT000,2026-03-10 01:55:09,webinar_started,Вебинары,SBOT,Москва,1
BOT004,2026-03-10 01:55:33,homework_checked,Домашние задания,SBOT,Москва,1
BOT006,2026-03-10 01:56:21,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-10 01:57:33,grade_entered,Оценки,SBOT,Москва,1
BOT003,2026-03-10 01:57:40,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-10 01:57:43,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT007,2026-03-10 01:58:05,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT008,2026-03-10 01:59:40,schedule_viewed,Расписание,SBOT,Москва,1
BOT014,2026-03-10 02:00:52,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT007,2026-03-10 02:00:53,webinar_hosted,Вебинары,SBOT,Москва,1
BOT003,2026-03-10 02:01:32,grade_viewed,Оценки,SBOT,Москва,1
BOT007,2026-03-10 02:04:27,schedule_viewed,Расписание,SBOT,Москва,1
BOT003,2026-03-10 02:05:13,schedule_viewed,,SBOT,Москва,1
BOT012,2026-03-10 02:05:17,grade_entered,Оценки,SBOT,Москва,1
BOT003,2026-03-10 02:06:02,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT013,2026-03-10 02:06:11,schedule_viewed,Расписание,SBOT,Москва,1
BOT014,2026-03-10 02:06:20,schedule_viewed,Расписание,SBOT,Москва,1
BOT005,2026-03-10 02:07:14,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-10 02:08:17,webinar_started,Вебинары,SBOT,Москва,1
BOT002,2026-03-10 02:11:01,webinar_started,Вебинары,SBOT,Москва,1
BOT006,2026-03-10 02:11:06,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT013,2026-03-10 02:11:18,schedule_viewed,Расписание,SBOT,Москва,1
BOT001,2026-03-10 02:12:42,homework_checked,Домашние задания,SBOT,Москва,1
BOT004,2026-03-10 02:12:43,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT002,2026-03-10 02:12:44,grade_viewed,,SBOT,Москва,1
BOT006,2026-03-10 02:14:00,grade_viewed,Оценки,SBOT,Москва,1
BOT014,2026-03-10 02:14:09,webinar_started,Вебинары,SBOT,Москва,1
BOT011,2026-03-10 02:14:51,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-10 02:16:07,material_viewed,,SBOT,Москва,1
BOT004,2026-03-10 02:16:52,grade_entered,Оценки,SBOT,Москва,1
BOT005,2026-03-10 02:17:22,grade_entered,Оценки,SBOT,Москва,1
BOT004,2026-03-10 02:19:13,grade_viewed,,SBOT,Москва,1
BOT003,2026-03-10 02:19:36,homework_checked,Домашние задания,SBOT,Москва,1
BOT013,2026-03-10 02:21:26,homework_checked,,SBOT,Москва,1
BOT007,2026-03-10 02:21:55,homework_checked,Домашние задания,SBOT,Москва,1
BOT010,2026-03-10 02:22:09,grade_entered,Оценки,SBOT,Москва,1
BOT012,2026-03-10 02:23:15,webinar_started,Вебинары,SBOT,Москва,1
BOT005,2026-03-10 02:23:33,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT011,2026-03-10 02:23:37,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT006,2026-03-10 02:24:14,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT002,2026-03-10 02:24:17,schedule_viewed,Расписание,SBOT,Москва,1
BOT008,2026-03-10 02:24:41,homework_assigned,Домашние задания,SBOT,Москва,1
BOT008,2026-03-10 02:25:11,webinar_started,Вебинары,SBOT,Москва,1
BOT011,2026-03-10 02:25:39,grade_viewed,Оценки,SBOT,Москва,1
BOT006,2026-03-10 02:25:42,webinar_hosted,Вебинары,SBOT,Москва,1
BOT005,2026-03-10 02:25:45,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-10 02:27:20,grade_viewed,Оценки,SBOT,Москва,1
BOT006,2026-03-10 02:27:37,webinar_started,Вебинары,SBOT,Москва,1
BOT013,2026-03-10 02:29:37,webinar_hosted,Вебинары,SBOT,Москва,1
BOT002,2026-03-10 02:29:38,homework_assigned,Домашние задания,SBOT,Москва,1
BOT008,2026-03-10 02:31:09,webinar_started,Вебинары,SBOT,Москва,1
BOT005,2026-03-10 02:31:23,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-10 02:34:03,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT004,2026-03-10 02:34:07,homework_assigned,Домашние задания,SBOT,Москва,1
BOT005,2026-03-10 02:35:16,webinar_started,Вебинары,SBOT,Москва,1
BOT006,2026-03-10 02:35:56,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT000,2026-03-10 02:37:05,schedule_viewed,Расписание,SBOT,Москва,1
BOT007,2026-03-10 02:37:53,material_downloaded,,SBOT,Москва,1
BOT005,2026-03-10 02:39:31,webinar_hosted,Вебинары,SBOT,Москва,1
BOT013,2026-03-10 02:39:31,grade_viewed,Оценки,SBOT,Москва,1
BOT014,2026-03-10 02:39:50,grade_viewed,Оценки,SBOT,Москва,1
BOT002,2026-03-10 02:39:56,grade_entered,Оценки,SBOT,Москва,1
BOT005,2026-03-10 02:41:13,schedule_viewed,Расписание,SBOT,Москва,1
BOT010,2026-03-10 02:41:26,schedule_viewed,Расписание,SBOT,Москва,1
BOT001,2026-03-10 02:43:13,grade_entered,Оценки,SBOT,Москва,1
BOT004,2026-03-10 02:45:08,material_viewed,,SBOT,Москва,1
BOT007,2026-03-10 02:45:23,grade_viewed,Оценки,SBOT,Москва,1
BOT005,2026-03-10 02:47:18,homework_assigned,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 02:47:35,grade_entered,Оценки,SBOT,Москва,1
BOT014,2026-03-10 02:47:37,webinar_started,Вебинары,SBOT,Москва,1
BOT003,2026-03-10 02:47:41,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-10 02:47:46,homework_checked,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 02:47:52,material_downloaded,,SBOT,Москва,1
BOT001,2026-03-10 02:48:28,grade_entered,Оценки,SBOT,Москва,1
BOT000,2026-03-10 02:49:58,homework_checked,Домашние задания,SBOT,Москва,1
BOT001,2026-03-10 02:50:02,homework_checked,Домашние задания,SBOT,Москва,1
BOT008,2026-03-10 02:50:14,grade_viewed,Оценки,SBOT,Москва,1
BOT012,2026-03-10 02:50:42,schedule_viewed,Расписание,SBOT,Москва,1
BOT008,2026-03-10 02:50:56,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT006,2026-03-10 02:52:22,homework_assigned,Домашние задания,SBOT,Москва,1
BOT008,2026-03-10 02:55:36,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT001,2026-03-10 02:55:51,webinar_hosted,Вебинары,SBOT,Москва,1
BOT005,2026-03-10 02:58:31,homework_checked,,SBOT,Москва,1
BOT012,2026-03-10 02:58:58,schedule_viewed,Расписание,SBOT,Москва,1
BOT004,2026-03-10 02:59:30,homework_assigned,Домашние задания,SBOT,Москва,1
BOT005,2026-03-10 02:59:35,webinar_started,Вебинары,SBOT,Москва,1
BOT013,2026-03-10 02:59:47,webinar_hosted,Вебинары,SBOT,Москва,1
BOT013,2026-03-10 03:01:19,grade_viewed,Оценки,SBOT,Москва,1
BOT012,2026-03-10 03:02:11,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-10 03:04:12,schedule_viewed,Расписание,SBOT,Москва,1
BOT002,2026-03-10 03:04:40,grade_entered,Оценки,SBOT,Москва,1
BOT007,2026-03-10 03:05:46,homework_checked,Домашние задания,SBOT,Москва,1
BOT006,2026-03-10 03:05:49,webinar_started,Вебинары,SBOT,Москва,1
BOT002,2026-03-10 03:07:03,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT011,2026-03-10 03:07:09,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT003,2026-03-10 03:08:36,grade_viewed,Оценки,SBOT,Москва,1
BOT009,2026-03-10 03:09:21,homework_assigned,Домашние задания,SBOT,Москва,1
BOT001,2026-03-10 03:09:22,schedule_viewed,Расписание,SBOT,Москва,1
BOT004,2026-03-10 03:10:24,schedule_viewed,Расписание,SBOT,Москва,1
BOT012,2026-03-10 03:10:29,schedule_viewed,Расписание,SBOT,Москва,1
BOT013,2026-03-10 03:11:44,homework_assigned,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 03:13:07,grade_viewed,,SBOT,Москва,1
BOT007,2026-03-10 03:13:32,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT006,2026-03-10 03:14:45,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT002,2026-03-10 03:18:01,homework_assigned,Домашние задания,SBOT,Москва,1
BOT005,2026-03-10 03:18:11,homework_assigned,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 03:19:05,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-10 03:19:08,webinar_hosted,Вебинары,SBOT,Москва,1
BOT013,2026-03-10 03:19:36,homework_checked,Домашние задания,SBOT,Москва,1
BOT003,2026-03-10 03:20:03,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT002,2026-03-10 03:20:20,homework_checked,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 03:20:39,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-10 03:20:44,webinar_hosted,Вебинары,SBOT,Москва,1
BOT000,2026-03-10 03:21:26,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-10 03:22:54,grade_entered,Оценки,SBOT,Москва,1
BOT007,2026-03-10 03:23:27,grade_viewed,Оценки,SBOT,Москва,1
BOT011,2026-03-10 03:25:37,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT001,2026-03-10 03:25:50,webinar_hosted,Вебинары,SBOT,Москва,1
BOT009,2026-03-10 03:25:51,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-10 03:27:18,webinar_started,Вебинары,SBOT,Москва,1
BOT005,2026-03-10 03:27:44,grade_entered,Оценки,SBOT,Москва,1
BOT008,2026-03-10 03:27:47,webinar_started,Вебинары,SBOT,Москва,1
BOT009,2026-03-10 03:28:26,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT013,2026-03-10 03:29:17,schedule_viewed,Расписание,SBOT,Москва,1
BOT006,2026-03-10 03:29:30,homework_assigned,Домашние задания,SBOT,Москва,1
BOT003,2026-03-10 03:31:44,webinar_hosted,Вебинары,SBOT,Москва,1
BOT005,2026-03-10 03:31:53,grade_entered,Оценки,SBOT,Москва,1
BOT004,2026-03-10 03:32:40,grade_entered,Оценки,SBOT,Москва,1
BOT009,2026-03-10 03:35:52,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-10 03:36:41,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT009,2026-03-10 03:37:05,homework_checked,Домашние задания,SBOT,Москва,1
BOT010,2026-03-10 03:37:16,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT008,2026-03-10 03:37:39,homework_assigned,Домашние задания,SBOT,Москва,1
BOT003,2026-03-10 03:37:41,grade_viewed,Оценки,SBOT,Москва,1
BOT008,2026-03-10 03:38:58,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-10 03:39:06,grade_viewed,Оценки,SBOT,Москва,1
BOT014,2026-03-10 03:39:33,webinar_hosted,Вебинары,SBOT,Москва,1
BOT003,2026-03-10 03:40:39,homework_checked,Домашние задания,SBOT,Москва,1
BOT001,2026-03-10 03:41:53,homework_checked,Домашние задания,SBOT,Москва,1
BOT014,2026-03-10 03:43:14,grade_entered,Оценки,SBOT,Москва,1
BOT005,2026-03-10 03:43:44,schedule_viewed,Расписание,SBOT,Москва,1
BOT014,2026-03-10 03:44:16,webinar_hosted,Вебинары,SBOT,Москва,1
BOT014,2026-03-10 03:44:21,homework_assigned,Домашние задания,SBOT,Москва,1
BOT008,2026-03-10 03:46:15,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-10 03:46:48,webinar_started,Вебинары,SBOT,Москва,1
BOT001,2026-03-10 03:47:15,homework_assigned,Домашние задания,SBOT,Москва,1
BOT007,2026-03-10 03:47:27,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT008,2026-03-10 03:47:55,homework_checked,,SBOT,Москва,1
BOT009,2026-03-10 03:48:32,homework_checked,Домашние задания,SBOT,Москва,1
BOT010,2026-03-10 03:49:36,webinar_hosted,Вебинары,SBOT,Москва,1
BOT007,2026-03-10 03:50:14,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-10 03:50:41,grade_entered,Оценки,SBOT,Москва,1
BOT006,2026-03-10 03:50:59,homework_assigned,Домашние задания,SBOT,Москва,1
BOT007,2026-03-10 03:52:08,grade_entered,Оценки,SBOT,Москва,1
BOT006,2026-03-10 03:52:18,homework_checked,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 03:52:52,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT008,2026-03-10 03:52:59,grade_viewed,Оценки,SBOT,Москва,1
BOT002,2026-03-10 03:53:32,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-10 03:54:05,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT013,2026-03-10 03:54:14,homework_checked,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 03:54:51,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT001,2026-03-10 03:55:08,grade_entered,Оценки,SBOT,Москва,1
BOT005,2026-03-10 03:55:33,schedule_viewed,Расписание,SBOT,Москва,1
BOT010,2026-03-10 03:55:39,homework_checked,Домашние задания,SBOT,Москва,1
BOT009,2026-03-10 03:56:19,webinar_hosted,Вебинары,SBOT,Москва,1
BOT008,2026-03-10 03:56:56,schedule_viewed,Расписание,SBOT,Москва,1
BOT008,2026-03-10 03:58:55,grade_viewed,Оценки,SBOT,Москва,1
BOT002,2026-03-10 03:59:17,webinar_hosted,Вебинары,SBOT,Москва,1
BOT009,2026-03-10 03:59:34,schedule_viewed,Расписание,SBOT,Москва,1
BOT012,2026-03-10 04:00:50,schedule_viewed,Расписание,SBOT,Москва,1
BOT005,2026-03-10 04:01:14,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT009,2026-03-10 04:02:12,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-10 04:02:57,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT004,2026-03-10 04:03:32,homework_checked,Домашние задания,SBOT,Москва,1
BOT014,2026-03-10 04:03:33,schedule_viewed,Расписание,SBOT,Москва,1
BOT002,2026-03-10 04:04:24,homework_assigned,Домашние задания,SBOT,Москва,1
BOT002,2026-03-10 04:05:01,schedule_viewed,Расписание,SBOT,Москва,1
BOT007,2026-03-10 04:05:10,schedule_viewed,Расписание,SBOT,Москва,1
BOT009,2026-03-10 04:06:49,homework_assigned,Домашние задания,SBOT,Москва,1
BOT002,2026-03-10 04:06:56,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT005,2026-03-10 04:08:56,grade_viewed,Оценки,SBOT,Москва,1
BOT004,2026-03-10 04:09:11,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-10 04:12:05,grade_viewed,Оценки,SBOT,Москва,1
BOT014,2026-03-10 04:13:46,webinar_hosted,Вебинары,SBOT,Москва,1
BOT008,2026-03-10 04:17:42,webinar_started,Вебинары,SBOT,Москва,1
BOT000,2026-03-10 04:18:10,webinar_started,Вебинары,SBOT,Москва,1
BOT011,2026-03-10 04:18:51,schedule_viewed,Расписание,SBOT,Москва,1
BOT006,2026-03-10 04:19:05,grade_entered,Оценки,SBOT,Москва,1
BOT007,2026-03-10 04:19:06,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-10 04:19:48,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT003,2026-03-10 04:20:00,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT006,2026-03-10 04:22:38,homework_checked,Домашние задания,SBOT,Москва,1
BOT006,2026-03-10 04:23:32,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT012,2026-03-10 04:24:15,homework_checked,Домашние задания,SBOT,Москва,1
BOT006,2026-03-10 04:25:09,schedule_viewed,Расписание,SBOT,Москва,1
BOT008,2026-03-10 04:25:19,homework_checked,Домашние задания,SBOT,Москва,1
BOT001,2026-03-10 04:26:16,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-10 04:26:20,material_viewed,,SBOT,Москва,1
BOT003,2026-03-10 04:26:49,webinar_started,Вебинары,SBOT,Москва,1
BOT004,2026-03-10 04:27:33,webinar_hosted,Вебинары,SBOT,Москва,1
BOT008,2026-03-10 04:27:36,homework_assigned,Домашние задания,SBOT,Москва,1
BOT014,2026-03-10 04:27:47,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT006,2026-03-10 04:28:09,grade_entered,Оценки,SBOT,Москва,1
BOT012,2026-03-10 04:30:26,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT008,2026-03-10 04:31:10,homework_assigned,Домашние задания,SBOT,Москва,1
BOT003,2026-03-10 04:31:30,homework_assigned,Домашние задания,SBOT,Москва,1
BOT001,2026-03-10 04:32:29,schedule_viewed,Расписание,SBOT,Москва,1
BOT010,2026-03-10 04:32:34,schedule_viewed,Расписание,SBOT,Москва,1
BOT007,2026-03-10 04:32:40,schedule_viewed,Расписание,SBOT,Москва,1
BOT007,2026-03-10 04:33:08,webinar_hosted,Вебинары,SBOT,Москва,1
BOT008,2026-03-10 04:33:17,grade_viewed,Оценки,SBOT,Москва,1
BOT009,2026-03-10 04:34:11,webinar_started,Вебинары,SBOT,Москва,1
BOT004,2026-03-10 04:34:50,webinar_hosted,Вебинары,SBOT,Москва,1
BOT006,2026-03-10 04:36:07,homework_checked,Домашние задания,SBOT,Москва,1
BOT014,2026-03-10 04:36:16,grade_entered,Оценки,SBOT,Москва,1
BOT011,2026-03-10 04:38:59,homework_checked,Домашние задания,SBOT,Москва,1
BOT014,2026-03-10 04:39:22,grade_entered,Оценки,SBOT,Москва,1
BOT001,2026-03-10 04:41:10,homework_assigned,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 04:41:21,webinar_started,Вебинары,SBOT,Москва,1
BOT011,2026-03-10 04:41:23,schedule_viewed,Расписание,SBOT,Москва,1
BOT003,2026-03-10 04:42:34,grade_entered,Оценки,SBOT,Москва,1
BOT002,2026-03-10 04:43:14,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT004,2026-03-10 04:43:16,homework_assigned,Домашние задания,SBOT,Москва,1
BOT004,2026-03-10 04:43:33,homework_assigned,Домашние задания,SBOT,Москва,1
BOT003,2026-03-10 04:46:09,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT010,2026-03-10 04:46:19,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-10 04:48:55,webinar_started,Вебинары,SBOT,Москва,1
BOT012,2026-03-10 04:50:43,homework_assigned,Домашние задания,SBOT,Москва,1
BOT001,2026-03-10 04:51:08,homework_checked,Домашние задания,SBOT,Москва,1
BOT014,2026-03-10 04:51:28,webinar_hosted,Вебинары,SBOT,Москва,1
BOT005,2026-03-10 04:52:01,homework_checked,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 04:52:24,schedule_viewed,Расписание,SBOT,Москва,1
BOT006,2026-03-10 04:52:44,schedule_viewed,Расписание,SBOT,Москва,1
BOT001,2026-03-10 04:53:54,homework_checked,Домашние задания,SBOT,Москва,1
BOT014,2026-03-10 04:54:11,homework_checked,Домашние задания,SBOT,Москва,1
BOT014,2026-03-10 04:54:17,homework_assigned,Домашние задания,SBOT,Москва,1
BOT008,2026-03-10 04:55:29,webinar_hosted,Вебинары,SBOT,Москва,1
BOT012,2026-03-10 04:55:31,homework_checked,Домашние задания,SBOT,Москва,1
BOT001,2026-03-10 04:55:34,grade_viewed,,SBOT,Москва,1
BOT006,2026-03-10 04:55:40,webinar_started,Вебинары,SBOT,Москва,1
BOT013,2026-03-10 04:58:19,homework_checked,,SBOT,Москва,1
BOT008,2026-03-10 04:59:02,homework_assigned,Домашние задания,SBOT,Москва,1
BOT008,2026-03-10 05:00:04,homework_checked,Домашние задания,SBOT,Москва,1
BOT001,2026-03-10 05:01:30,schedule_viewed,Расписание,SBOT,Москва,1
BOT007,2026-03-10 05:01:52,webinar_started,Вебинары,SBOT,Москва,1
BOT010,2026-03-10 05:03:41,webinar_started,Вебинары,SBOT,Москва,1
BOT002,2026-03-10 05:04:15,schedule_viewed,Расписание,SBOT,Москва,1
BOT011,2026-03-10 05:05:16,grade_viewed,Оценки,SBOT,Москва,1
BOT003,2026-03-10 05:05:42,schedule_viewed,Расписание,SBOT,Москва,1
BOT002,2026-03-10 05:05:57,webinar_started,Вебинары,SBOT,Москва,1
BOT003,2026-03-10 05:06:02,homework_assigned,,SBOT,Москва,1
BOT000,2026-03-10 05:06:05,schedule_viewed,Расписание,SBOT,Москва,1
BOT010,2026-03-10 05:06:16,schedule_viewed,Расписание,SBOT,Москва,1
BOT008,2026-03-10 05:06:32,homework_checked,Домашние задания,SBOT,Москва,1
BOT003,2026-03-10 05:07:44,schedule_viewed,,SBOT,Москва,1
BOT000,2026-03-10 05:08:38,grade_entered,Оценки,SBOT,Москва,1
BOT009,2026-03-10 05:09:15,webinar_started,Вебинары,SBOT,Москва,1
BOT013,2026-03-10 05:09:28,schedule_viewed,,SBOT,Москва,1
BOT008,2026-03-10 05:09:37,homework_checked,Домашние задания,SBOT,Москва,1
BOT014,2026-03-10 05:09:44,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT010,2026-03-10 05:10:34,schedule_viewed,Расписание,SBOT,Москва,1
BOT005,2026-03-10 05:11:09,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-10 05:11:43,webinar_started,Вебинары,SBOT,Москва,1
BOT006,2026-03-10 05:13:06,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT012,2026-03-10 05:14:03,webinar_hosted,Вебинары,SBOT,Москва,1
BOT004,2026-03-10 05:15:17,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT006,2026-03-10 05:18:04,webinar_started,Вебинары,SBOT,Москва,1
BOT007,2026-03-10 05:18:07,webinar_started,Вебинары,SBOT,Москва,1
BOT003,2026-03-10 05:18:26,webinar_hosted,Вебинары,SBOT,Москва,1
BOT000,2026-03-10 05:18:31,schedule_viewed,Расписание,SBOT,Москва,1
BOT013,2026-03-10 05:18:35,grade_viewed,Оценки,SBOT,Москва,1
BOT013,2026-03-10 05:18:51,homework_checked,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 05:19:14,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT013,2026-03-10 05:19:50,webinar_started,Вебинары,SBOT,Москва,1
BOT006,2026-03-10 05:20:03,webinar_hosted,Вебинары,SBOT,Москва,1
BOT002,2026-03-10 05:20:47,grade_viewed,Оценки,SBOT,Москва,1
BOT004,2026-03-10 05:21:30,homework_assigned,Домашние задания,SBOT,Москва,1
BOT012,2026-03-10 05:21:52,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-10 05:21:58,webinar_hosted,Вебинары,SBOT,Москва,1
BOT007,2026-03-10 05:22:33,homework_checked,Домашние задания,SBOT,Москва,1
BOT002,2026-03-10 05:23:07,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT005,2026-03-10 05:23:19,homework_assigned,Домашние задания,SBOT,Москва,1
BOT012,2026-03-10 05:24:03,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-10 05:25:52,schedule_viewed,Расписание,SBOT,Москва,1
BOT002,2026-03-10 05:26:03,homework_assigned,Домашние задания,SBOT,Москва,1
BOT005,2026-03-10 05:26:13,homework_assigned,Домашние задания,SBOT,Москва,1
BOT008,2026-03-10 05:27:30,webinar_started,Вебинары,SBOT,Москва,1
BOT014,2026-03-10 05:27:37,schedule_viewed,Расписание,SBOT,Москва,1
BOT006,2026-03-10 05:29:30,webinar_hosted,Вебинары,SBOT,Москва,1
BOT000,2026-03-10 05:29:34,webinar_started,Вебинары,SBOT,Москва,1
BOT008,2026-03-10 05:30:59,schedule_viewed,Расписание,SBOT,Москва,1
BOT007,2026-03-10 05:32:46,grade_viewed,Оценки,SBOT,Москва,1
BOT003,2026-03-10 05:32:52,schedule_viewed,Расписание,SBOT,Москва,1
BOT003,2026-03-10 05:32:54,schedule_viewed,Расписание,SBOT,Москва,1
BOT007,2026-03-10 05:32:56,homework_checked,Домашние задания,SBOT,Москва,1
BOT004,2026-03-10 05:33:05,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT014,2026-03-10 05:33:45,homework_checked,Домашние задания,SBOT,Москва,1
BOT004,2026-03-10 05:34:00,schedule_viewed,Расписание,SBOT,Москва,1
BOT014,2026-03-10 05:34:12,schedule_viewed,,SBOT,Москва,1
BOT001,2026-03-10 05:34:45,webinar_hosted,Вебинары,SBOT,Москва,1
BOT002,2026-03-10 05:34:46,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT009,2026-03-10 05:34:47,webinar_hosted,Вебинары,SBOT,Москва,1
BOT002,2026-03-10 05:35:03,webinar_started,Вебинары,SBOT,Москва,1
BOT002,2026-03-10 05:35:05,material_downloaded,Библиотека материалов,SBOT,Москва,1
BOT008,2026-03-10 05:35:27,webinar_started,Вебинары,SBOT,Москва,1
BOT007,2026-03-10 05:35:40,homework_checked,Домашние задания,SBOT,Москва,1
BOT003,2026-03-10 05:36:42,grade_viewed,Оценки,SBOT,Москва,1
BOT001,2026-03-10 05:38:10,grade_viewed,,SBOT,Москва,1
BOT004,2026-03-10 05:38:10,material_viewed,Библиотека материалов,SBOT,Москва,1
BOT008,2026-03-10 05:38:55,homework_assigned,Домашние задания,SBOT,Москва,1
BOT011,2026-03-10 05:40:06,homework_checked,Домашние задания,SBOT,Москва,1
BOT001,2026-03-10 05:42:11,grade_entered,Оценки,SBOT,Москва,1
BOT009,2026-03-10 05:42:45,material_downloaded,Библиотека материалов,SBOT,Москва,1
